State,County,Name,Year,Total,Native,Foreign-born,Percent Foreign-born
North Carolina,Craven County,"Craven County, North Carolina",2010,103908.0,98647.0,5261.0,5.063132771297687
North Carolina,Cumberland County,"Cumberland County, North Carolina",2010,320267.0,297656.0,22611.0,7.060046773473383
North Carolina,Davidson County,"Davidson County, North Carolina",2010,162930.0,154483.0,8447.0,5.184435033449948
North Carolina,Durham County,"Durham County, North Carolina",2010,268454.0,230933.0,37521.0,13.976696193761315
North Carolina,Forsyth County,"Forsyth County, North Carolina",2010,351335.0,318897.0,32438.0,9.23278352569485
North Carolina,Gaston County,"Gaston County, North Carolina",2010,206213.0,196213.0,10000.0,4.849354793344745
North Carolina,Guilford County,"Guilford County, North Carolina",2010,489681.0,441053.0,48628.0,9.93054662116766
North Carolina,Harnett County,"Harnett County, North Carolina",2010,115733.0,108780.0,6953.0,6.007793801249427
North Carolina,Henderson County,"Henderson County, North Carolina",2010,106978.0,97579.0,9399.0,8.785918600086
North Carolina,Iredell County,"Iredell County, North Carolina",2010,159771.0,151761.0,8010.0,5.013425465197063
North Carolina,Johnston County,"Johnston County, North Carolina",2010,169735.0,157466.0,12269.0,7.228326508969865
North Carolina,Lincoln County,"Lincoln County, North Carolina",2010,78450.0,74827.0,3623.0,4.618228170809433
North Carolina,Mecklenburg County,"Mecklenburg County, North Carolina",2010,923427.0,800604.0,122823.0,13.300780678927518
North Carolina,Moore County,"Moore County, North Carolina",2010,88569.0,83871.0,4698.0,5.304338989940047
North Carolina,Nash County,"Nash County, North Carolina",2010,95938.0,91616.0,4322.0,4.504992807855073
North Carolina,New Hanover County,"New Hanover County, North Carolina",2010,203341.0,193873.0,9468.0,4.6562178803094305
North Carolina,Onslow County,"Onslow County, North Carolina",2010,179471.0,171713.0,7758.0,4.322703946598614
North Carolina,Orange County,"Orange County, North Carolina",2010,134197.0,115666.0,18531.0,13.80880347548753
North Carolina,Pitt County,"Pitt County, North Carolina",2010,168817.0,159862.0,8955.0,5.304560559659276
North Carolina,Randolph County,"Randolph County, North Carolina",2010,141960.0,132682.0,9278.0,6.5356438433361514
North Carolina,Robeson County,"Robeson County, North Carolina",2010,134473.0,125707.0,8766.0,6.51878072178058
North Carolina,Rockingham County,"Rockingham County, North Carolina",2010,93641.0,89706.0,3935.0,4.202219113422539
North Carolina,Rowan County,"Rowan County, North Carolina",2010,138446.0,130605.0,7841.0,5.663580023980469
North Carolina,Rutherford County,"Rutherford County, North Carolina",2010,67772.0,65879.0,1893.0,2.793188927580712
North Carolina,Surry County,"Surry County, North Carolina",2010,73694.0,69259.0,4435.0,6.018129020001629
North Carolina,Union County,"Union County, North Carolina",2010,202206.0,185743.0,16463.0,8.141697081194426
North Carolina,Wake County,"Wake County, North Carolina",2010,906969.0,787517.0,119452.0,13.170461173424892
North Carolina,Wayne County,"Wayne County, North Carolina",2010,122907.0,113931.0,8976.0,7.30308281871659
North Carolina,Wilkes County,"Wilkes County, North Carolina",2010,69287.0,66102.0,3185.0,4.596821914644883
North Carolina,Wilson County,"Wilson County, North Carolina",2010,81359.0,75806.0,5553.0,6.82530512911909
North Dakota,Burleigh County,"Burleigh County, North Dakota",2010,81666.0,80804.0,862.0,1.0555188205618005
North Dakota,Cass County,"Cass County, North Dakota",2010,150230.0,142896.0,7334.0,4.881847833322239
North Dakota,Grand Forks County,"Grand Forks County, North Dakota",2010,66991.0,64494.0,2497.0,3.7273663626457285
Ohio,Allen County,"Allen County, Ohio",2010,106205.0,104879.0,1326.0,1.248528788663434
Ohio,Ashtabula County,"Ashtabula County, Ohio",2010,101429.0,100845.0,584.0,0.5757722150469786
Ohio,Belmont County,"Belmont County, Ohio",2010,70319.0,69674.0,645.0,0.9172485388017463
Ohio,Butler County,"Butler County, Ohio",2010,368630.0,350026.0,18604.0,5.0467948891842775
Ohio,Clark County,"Clark County, Ohio",2010,138193.0,134388.0,3805.0,2.7533956133812856
Ohio,Clermont County,"Clermont County, Ohio",2010,197604.0,191667.0,5937.0,3.0044938361571627
Ohio,Columbiana County,"Columbiana County, Ohio",2010,107800.0,105662.0,2138.0,1.9833024118738405
Ohio,Cuyahoga County,"Cuyahoga County, Ohio",2010,1278208.0,1184976.0,93232.0,7.29396154616463
Ohio,Delaware County,"Delaware County, Ohio",2010,175250.0,164583.0,10667.0,6.086733238231099
Ohio,Erie County,"Erie County, Ohio",2010,77070.0,75544.0,1526.0,1.980018165304269
Ohio,Fairfield County,"Fairfield County, Ohio",2010,146351.0,142229.0,4122.0,2.8165164570108847
Ohio,Franklin County,"Franklin County, Ohio",2010,1165897.0,1054211.0,111686.0,9.57940538486676
Ohio,Geauga County,"Geauga County, Ohio",2010,93408.0,90011.0,3397.0,3.636733470366564
Ohio,Greene County,"Greene County, Ohio",2010,161605.0,154148.0,7457.0,4.614337427678599
Ohio,Hamilton County,"Hamilton County, Ohio",2010,802252.0,758889.0,43363.0,5.405159476074849
Ohio,Hancock County,"Hancock County, Ohio",2010,74727.0,73553.0,1174.0,1.5710519624767487
Ohio,Jefferson County,"Jefferson County, Ohio",2010,69614.0,69197.0,417.0,0.5990174390208867
Ohio,Lake County,"Lake County, Ohio",2010,230101.0,218992.0,11109.0,4.827879930986827
Ohio,Licking County,"Licking County, Ohio",2010,166701.0,163265.0,3436.0,2.061175397868039
Ohio,Lorain County,"Lorain County, Ohio",2010,301449.0,291002.0,10447.0,3.4655945118411404
Ohio,Lucas County,"Lucas County, Ohio",2010,441468.0,423067.0,18401.0,4.1681390270642495
Ohio,Mahoning County,"Mahoning County, Ohio",2010,238310.0,231136.0,7174.0,3.0103646510847217
Ohio,Marion County,"Marion County, Ohio",2010,66482.0,65959.0,523.0,0.7866791011100749
Ohio,Medina County,"Medina County, Ohio",2010,172592.0,167740.0,4852.0,2.8112542875683695
Ohio,Miami County,"Miami County, Ohio",2010,102461.0,100394.0,2067.0,2.017352944047003
Ohio,Montgomery County,"Montgomery County, Ohio",2010,535059.0,515630.0,19429.0,3.6311883362395547
Ohio,Muskingum County,"Muskingum County, Ohio",2010,86142.0,85494.0,648.0,0.7522462910078708
Ohio,Portage County,"Portage County, Ohio",2010,161386.0,157841.0,3545.0,2.1965969786722517
Ohio,Richland County,"Richland County, Ohio",2010,124177.0,122329.0,1848.0,1.4881982975913415
Ohio,Ross County,"Ross County, Ohio",2010,78090.0,77418.0,672.0,0.8605455243949289
Ohio,Scioto County,"Scioto County, Ohio",2010,79506.0,78686.0,820.0,1.0313687017332025
Ohio,Stark County,"Stark County, Ohio",2010,375321.0,367942.0,7379.0,1.9660503941959018
Ohio,Summit County,"Summit County, Ohio",2010,541565.0,518200.0,23365.0,4.314348231514223
Ohio,Trumbull County,"Trumbull County, Ohio",2010,209936.0,206321.0,3615.0,1.7219533572136272
Ohio,Tuscarawas County,"Tuscarawas County, Ohio",2010,92542.0,91281.0,1261.0,1.3626245380475892
Ohio,Warren County,"Warren County, Ohio",2010,213192.0,203173.0,10019.0,4.6995196817891856
Ohio,Wayne County,"Wayne County, Ohio",2010,114505.0,112553.0,1952.0,1.7047290511331383
Ohio,Wood County,"Wood County, Ohio",2010,125502.0,121844.0,3658.0,2.914694586540454
Oklahoma,Canadian County,"Canadian County, Oklahoma",2010,116237.0,111120.0,5117.0,4.402212720562299
Oklahoma,Cleveland County,"Cleveland County, Oklahoma",2010,256895.0,243463.0,13432.0,5.228595340508768
Oklahoma,Comanche County,"Comanche County, Oklahoma",2010,125368.0,118529.0,6839.0,5.4551400676408655
Oklahoma,Creek County,"Creek County, Oklahoma",2010,70133.0,69451.0,682.0,0.9724380819300472
Oklahoma,Muskogee County,"Muskogee County, Oklahoma",2010,71110.0,68666.0,2444.0,3.436928702010969
Oklahoma,Oklahoma County,"Oklahoma County, Oklahoma",2010,721178.0,646406.0,74772.0,10.368036739889458
Oklahoma,Payne County,"Payne County, Oklahoma",2010,77448.0,72401.0,5047.0,6.516630513376717
Oklahoma,Pottawatomie County,"Pottawatomie County, Oklahoma",2010,69608.0,68887.0,721.0,1.0358004827031375
Oklahoma,Rogers County,"Rogers County, Oklahoma",2010,86988.0,85249.0,1739.0,1.9991263162735091
Oklahoma,Tulsa County,"Tulsa County, Oklahoma",2010,605418.0,558639.0,46779.0,7.726727649326581
Oklahoma,Wagoner County,"Wagoner County, Oklahoma",2010,73349.0,71551.0,1798.0,2.451294496175817
Oregon,Benton County,"Benton County, Oregon",2010,85575.0,78699.0,6876.0,8.035056967572304
Oregon,Clackamas County,"Clackamas County, Oregon",2010,376891.0,343549.0,33342.0,8.846589597522891
Oregon,Deschutes County,"Deschutes County, Oregon",2010,157894.0,150856.0,7038.0,4.457420801297072
Oregon,Douglas County,"Douglas County, Oregon",2010,107638.0,105059.0,2579.0,2.395993979821253
Oregon,Jackson County,"Jackson County, Oregon",2010,203462.0,192414.0,11048.0,5.430006585996402
Oregon,Josephine County,"Josephine County, Oregon",2010,82807.0,80467.0,2340.0,2.825848056323741
Oregon,Klamath County,"Klamath County, Oregon",2010,64723.0,60527.0,4196.0,6.483012221312362
Oregon,Lane County,"Lane County, Oregon",2010,351983.0,331121.0,20862.0,5.92699079216894
Oregon,Linn County,"Linn County, Oregon",2010,116910.0,111604.0,5306.0,4.538533914977333
Oregon,Marion County,"Marion County, Oregon",2010,316096.0,271280.0,44816.0,14.177971249240736
Oregon,Multnomah County,"Multnomah County, Oregon",2010,737902.0,633428.0,104474.0,14.158248656325636
Oregon,Polk County,"Polk County, Oregon",2010,75625.0,71157.0,4468.0,5.908099173553719
Oregon,Umatilla County,"Umatilla County, Oregon",2010,76079.0,67011.0,9068.0,11.919189263791585
Oregon,Washington County,"Washington County, Oregon",2010,531744.0,444634.0,87110.0,16.381943190708313
Oregon,Yamhill County,"Yamhill County, Oregon",2010,99391.0,90948.0,8443.0,8.49473292350414
Pennsylvania,Adams County,"Adams County, Pennsylvania",2010,101485.0,98100.0,3385.0,3.3354682958072623
Pennsylvania,Allegheny County,"Allegheny County, Pennsylvania",2010,1223583.0,1166798.0,56785.0,4.6408784692170455
Pennsylvania,Armstrong County,"Armstrong County, Pennsylvania",2010,68839.0,68513.0,326.0,0.47356876189369396
Pennsylvania,Beaver County,"Beaver County, Pennsylvania",2010,170567.0,167270.0,3297.0,1.9329647587165162
Pennsylvania,Berks County,"Berks County, Pennsylvania",2010,411850.0,382607.0,29243.0,7.100400631297803
Pennsylvania,Blair County,"Blair County, Pennsylvania",2010,127031.0,125362.0,1669.0,1.3138525241870096
Pennsylvania,Bucks County,"Bucks County, Pennsylvania",2010,625472.0,575668.0,49804.0,7.962626624373273
Pennsylvania,Butler County,"Butler County, Pennsylvania",2010,184059.0,181299.0,2760.0,1.4995191759164181
Pennsylvania,Cambria County,"Cambria County, Pennsylvania",2010,143498.0,141320.0,2178.0,1.5177911887273692
Pennsylvania,Carbon County,"Carbon County, Pennsylvania",2010,65220.0,62459.0,2761.0,4.233363998773383
Pennsylvania,Centre County,"Centre County, Pennsylvania",2010,154127.0,143083.0,11044.0,7.165519344436731
Pennsylvania,Chester County,"Chester County, Pennsylvania",2010,499797.0,456593.0,43204.0,8.644309589693416
Pennsylvania,Clearfield County,"Clearfield County, Pennsylvania",2010,81562.0,80857.0,705.0,0.8643731149309728
Pennsylvania,Columbia County,"Columbia County, Pennsylvania",2010,67268.0,65918.0,1350.0,2.006897782006303
Pennsylvania,Crawford County,"Crawford County, Pennsylvania",2010,88657.0,87522.0,1135.0,1.2802147602558174
Pennsylvania,Cumberland County,"Cumberland County, Pennsylvania",2010,235861.0,224803.0,11058.0,4.688354581723981
Pennsylvania,Dauphin County,"Dauphin County, Pennsylvania",2010,268220.0,254014.0,14206.0,5.296398478860636
Pennsylvania,Delaware County,"Delaware County, Pennsylvania",2010,559276.0,504226.0,55050.0,9.843082842818216
Pennsylvania,Erie County,"Erie County, Pennsylvania",2010,280686.0,270676.0,10010.0,3.566262656491596
Pennsylvania,Fayette County,"Fayette County, Pennsylvania",2010,136446.0,134962.0,1484.0,1.0876097503774387
Pennsylvania,Franklin County,"Franklin County, Pennsylvania",2010,149834.0,144672.0,5162.0,3.445145961530761
Pennsylvania,Indiana County,"Indiana County, Pennsylvania",2010,88847.0,87624.0,1223.0,1.3765236867873987
Pennsylvania,Lackawanna County,"Lackawanna County, Pennsylvania",2010,214367.0,203370.0,10997.0,5.129987358128816
Pennsylvania,Lancaster County,"Lancaster County, Pennsylvania",2010,520156.0,495525.0,24631.0,4.735310176177916
Pennsylvania,Lawrence County,"Lawrence County, Pennsylvania",2010,90968.0,89565.0,1403.0,1.5423005892181867
Pennsylvania,Lebanon County,"Lebanon County, Pennsylvania",2010,133688.0,129423.0,4265.0,3.1902638980312368
Pennsylvania,Lehigh County,"Lehigh County, Pennsylvania",2010,350106.0,318763.0,31343.0,8.952431549302212
Pennsylvania,Luzerne County,"Luzerne County, Pennsylvania",2010,320795.0,304919.0,15876.0,4.948954940070761
Pennsylvania,Lycoming County,"Lycoming County, Pennsylvania",2010,116143.0,114616.0,1527.0,1.314758530432312
Pennsylvania,Mercer County,"Mercer County, Pennsylvania",2010,116558.0,115223.0,1335.0,1.145352528354982
Pennsylvania,Monroe County,"Monroe County, Pennsylvania",2010,169896.0,153355.0,16541.0,9.735956114328765
Pennsylvania,Montgomery County,"Montgomery County, Pennsylvania",2010,801052.0,722467.0,78585.0,9.810224554710556
Pennsylvania,Northampton County,"Northampton County, Pennsylvania",2010,298101.0,278261.0,19840.0,6.6554624103911095
Pennsylvania,Northumberland County,"Northumberland County, Pennsylvania",2010,94366.0,93457.0,909.0,0.9632706695208019
Pennsylvania,Philadelphia County,"Philadelphia County, Pennsylvania",2010,1528306.0,1350883.0,177423.0,11.609128014939417
Pennsylvania,Schuylkill County,"Schuylkill County, Pennsylvania",2010,148228.0,144613.0,3615.0,2.43881048115066
Pennsylvania,Somerset County,"Somerset County, Pennsylvania",2010,77626.0,77109.0,517.0,0.6660139643933733
Pennsylvania,Washington County,"Washington County, Pennsylvania",2010,207875.0,204053.0,3822.0,1.8386049308478654
Pennsylvania,Westmoreland County,"Westmoreland County, Pennsylvania",2010,365012.0,360043.0,4969.0,1.3613251071197658
Pennsylvania,York County,"York County, Pennsylvania",2010,435490.0,418742.0,16748.0,3.845782911203472
Rhode Island,Kent County,"Kent County, Rhode Island",2010,166103.0,157190.0,8913.0,5.365947634901236
Rhode Island,Newport County,"Newport County, Rhode Island",2010,82852.0,76808.0,6044.0,7.294935547723652
Rhode Island,Providence County,"Providence County, Rhode Island",2010,627070.0,517156.0,109914.0,17.528186645829013
Rhode Island,Washington County,"Washington County, Rhode Island",2010,127008.0,121152.0,5856.0,4.610733182161754
South Carolina,Aiken County,"Aiken County, South Carolina",2010,160565.0,155478.0,5087.0,3.1681873384610593
South Carolina,Anderson County,"Anderson County, South Carolina",2010,187269.0,181858.0,5411.0,2.889426440040797
South Carolina,Beaufort County,"Beaufort County, South Carolina",2010,162989.0,149042.0,13947.0,8.557019185343796
South Carolina,Berkeley County,"Berkeley County, South Carolina",2010,178783.0,168234.0,10549.0,5.900449147849628
South Carolina,Charleston County,"Charleston County, South Carolina",2010,351482.0,330865.0,20617.0,5.8657342339010246
South Carolina,Darlington County,"Darlington County, South Carolina",2010,68617.0,67274.0,1343.0,1.9572409169739278
South Carolina,Dorchester County,"Dorchester County, South Carolina",2010,137476.0,132561.0,4915.0,3.5751694841281387
South Carolina,Florence County,"Florence County, South Carolina",2010,137088.0,135390.0,1698.0,1.2386204481792717
South Carolina,Greenville County,"Greenville County, South Carolina",2010,452859.0,417186.0,35673.0,7.877286307658675
South Carolina,Greenwood County,"Greenwood County, South Carolina",2010,69703.0,66794.0,2909.0,4.173421517007876
South Carolina,Horry County,"Horry County, South Carolina",2010,270430.0,250526.0,19904.0,7.360130163073624
South Carolina,Lancaster County,"Lancaster County, South Carolina",2010,76889.0,74718.0,2171.0,2.8235508330190275
South Carolina,Laurens County,"Laurens County, South Carolina",2010,66500.0,64651.0,1849.0,2.780451127819549
South Carolina,Lexington County,"Lexington County, South Carolina",2010,263406.0,250190.0,13216.0,5.017349642756809
South Carolina,Oconee County,"Oconee County, South Carolina",2010,74359.0,71785.0,2574.0,3.4615850132465473
South Carolina,Orangeburg County,"Orangeburg County, South Carolina",2010,92346.0,90954.0,1392.0,1.5073744396075628
South Carolina,Pickens County,"Pickens County, South Carolina",2010,119217.0,113648.0,5569.0,4.671313654931763
South Carolina,Richland County,"Richland County, South Carolina",2010,385745.0,365488.0,20257.0,5.251396648044693
South Carolina,Spartanburg County,"Spartanburg County, South Carolina",2010,284713.0,265204.0,19509.0,6.852163406658635
South Carolina,Sumter County,"Sumter County, South Carolina",2010,107570.0,104724.0,2846.0,2.6457190666542716
South Carolina,York County,"York County, South Carolina",2010,226971.0,218605.0,8366.0,3.6859334452419033
South Dakota,Minnehaha County,"Minnehaha County, South Dakota",2010,169987.0,158583.0,11404.0,6.708748316047698
South Dakota,Pennington County,"Pennington County, South Dakota",2010,101348.0,100437.0,911.0,0.8988830563997315
Tennessee,Anderson County,"Anderson County, Tennessee",2010,75160.0,72064.0,3096.0,4.1192123469930815
Tennessee,Blount County,"Blount County, Tennessee",2010,123119.0,120016.0,3103.0,2.5203258635953834
Tennessee,Bradley County,"Bradley County, Tennessee",2010,99078.0,94682.0,4396.0,4.43690829447506
Tennessee,Davidson County,"Davidson County, Tennessee",2010,628133.0,554004.0,74129.0,11.801481533369525
Tennessee,Greene County,"Greene County, Tennessee",2010,68797.0,68223.0,574.0,0.8343387066296495
Tennessee,Hamilton County,"Hamilton County, Tennessee",2010,337294.0,321577.0,15717.0,4.65973305187759
Tennessee,Knox County,"Knox County, Tennessee",2010,433108.0,414329.0,18779.0,4.335870037034643
Tennessee,Madison County,"Madison County, Tennessee",2010,98395.0,94466.0,3929.0,3.9930890797296605
Tennessee,Maury County,"Maury County, Tennessee",2010,81141.0,79000.0,2141.0,2.6386167289040063
Tennessee,Montgomery County,"Montgomery County, Tennessee",2010,173307.0,164310.0,8997.0,5.191365611314026
Tennessee,Putnam County,"Putnam County, Tennessee",2010,72564.0,69126.0,3438.0,4.737886555316686
Tennessee,Robertson County,"Robertson County, Tennessee",2010,66469.0,63276.0,3193.0,4.803743098286419
Tennessee,Rutherford County,"Rutherford County, Tennessee",2010,263740.0,247434.0,16306.0,6.182604079775537
Tennessee,Sevier County,"Sevier County, Tennessee",2010,90072.0,86698.0,3374.0,3.7458921751487697
Tennessee,Shelby County,"Shelby County, Tennessee",2010,929030.0,870062.0,58968.0,6.347265427381248
Tennessee,Sullivan County,"Sullivan County, Tennessee",2010,156794.0,154640.0,2154.0,1.3737770577955788
Tennessee,Sumner County,"Sumner County, Tennessee",2010,161250.0,154027.0,7223.0,4.47937984496124
Tennessee,Washington County,"Washington County, Tennessee",2010,123338.0,118576.0,4762.0,3.860934991648965
Tennessee,Williamson County,"Williamson County, Tennessee",2010,184035.0,172175.0,11860.0,6.444426331947728
Tennessee,Wilson County,"Wilson County, Tennessee",2010,114537.0,111359.0,3178.0,2.774649239983586
Texas,Angelina County,"Angelina County, Texas",2010,86953.0,80662.0,6291.0,7.234943015192115
Texas,Bastrop County,"Bastrop County, Texas",2010,74403.0,65339.0,9064.0,12.182304476970014
Texas,Bell County,"Bell County, Texas",2010,313000.0,286704.0,26296.0,8.401277955271565
Texas,Bexar County,"Bexar County, Texas",2010,1723780.0,1491023.0,232757.0,13.50270916242212
Texas,Bowie County,"Bowie County, Texas",2010,92723.0,91444.0,1279.0,1.3793772850317612
Texas,Brazoria County,"Brazoria County, Texas",2010,314494.0,275653.0,38841.0,12.350315109350257
Texas,Brazos County,"Brazos County, Texas",2010,195693.0,171593.0,24100.0,12.315208004374197
Texas,Cameron County,"Cameron County, Texas",2010,408054.0,304274.0,103780.0,25.432908389575886
Texas,Collin County,"Collin County, Texas",2010,788407.0,650483.0,137924.0,17.494010073477277
Texas,Comal County,"Comal County, Texas",2010,109382.0,100467.0,8915.0,8.150335521383774
Texas,Coryell County,"Coryell County, Texas",2010,75645.0,70514.0,5131.0,6.782999537312446
Texas,Dallas County,"Dallas County, Texas",2010,2377351.0,1820463.0,556888.0,23.424727774737512
Texas,Denton County,"Denton County, Texas",2010,667053.0,575958.0,91095.0,13.656336153199222
Texas,Ector County,"Ector County, Texas",2010,137145.0,120342.0,16803.0,12.251996062561522
Texas,El Paso County,"El Paso County, Texas",2010,804338.0,593816.0,210522.0,26.17332514440447
Texas,Ellis County,"Ellis County, Texas",2010,150462.0,137587.0,12875.0,8.556977841581263
Texas,Fort Bend County,"Fort Bend County, Texas",2010,590350.0,446072.0,144278.0,24.439400355721183
Texas,Galveston County,"Galveston County, Texas",2010,292607.0,265647.0,26960.0,9.213723526778237
Texas,Grayson County,"Grayson County, Texas",2010,121145.0,114556.0,6589.0,5.438936811259235
Texas,Gregg County,"Gregg County, Texas",2010,121854.0,109456.0,12398.0,10.174471088351634
Texas,Guadalupe County,"Guadalupe County, Texas",2010,132431.0,122343.0,10088.0,7.617551781682537
Texas,Harris County,"Harris County, Texas",2010,4110771.0,3066761.0,1044010.0,25.396938919730626
Texas,Harrison County,"Harrison County, Texas",2010,65766.0,62121.0,3645.0,5.542377520299243
Texas,Hays County,"Hays County, Texas",2010,158312.0,147903.0,10409.0,6.574991156703219
Texas,Henderson County,"Henderson County, Texas",2010,78647.0,73764.0,4883.0,6.20875557872519
Texas,Hidalgo County,"Hidalgo County, Texas",2010,780087.0,554880.0,225207.0,28.869472251171985
Texas,Hunt County,"Hunt County, Texas",2010,86353.0,81264.0,5089.0,5.893252116313272
Texas,Jefferson County,"Jefferson County, Texas",2010,252390.0,230103.0,22287.0,8.830381552359444
Texas,Johnson County,"Johnson County, Texas",2010,151211.0,137695.0,13516.0,8.93850315122577
Texas,Kaufman County,"Kaufman County, Texas",2010,103927.0,97187.0,6740.0,6.485321427540486
Texas,Liberty County,"Liberty County, Texas",2010,75868.0,70685.0,5183.0,6.831602256550852
Texas,Lubbock County,"Lubbock County, Texas",2010,280237.0,264077.0,16160.0,5.7665476007807674
Texas,McLennan County,"McLennan County, Texas",2010,236028.0,218861.0,17167.0,7.273289609707323
Texas,Midland County,"Midland County, Texas",2010,136975.0,126703.0,10272.0,7.499178682241285
Texas,Montgomery County,"Montgomery County, Texas",2010,459018.0,398620.0,60398.0,13.1580896609719
Texas,Nueces County,"Nueces County, Texas",2010,340480.0,315904.0,24576.0,7.218045112781955
Texas,Orange County,"Orange County, Texas",2010,81930.0,80757.0,1173.0,1.4317099963383377
Texas,Parker County,"Parker County, Texas",2010,117283.0,112928.0,4355.0,3.7132406231082085
Texas,Potter County,"Potter County, Texas",2010,121446.0,104083.0,17363.0,14.296889152380482
Texas,Randall County,"Randall County, Texas",2010,121208.0,115912.0,5296.0,4.369348557850967
Texas,Rockwall County,"Rockwall County, Texas",2010,79003.0,71495.0,7508.0,9.503436578357784
Texas,San Patricio County,"San Patricio County, Texas",2010,64586.0,60968.0,3618.0,5.601833214628557
Texas,Smith County,"Smith County, Texas",2010,210512.0,191084.0,19428.0,9.228927567074562
Texas,Tarrant County,"Tarrant County, Texas",2010,1817658.0,1533988.0,283670.0,15.60634618833686
Texas,Taylor County,"Taylor County, Texas",2010,131896.0,124187.0,7709.0,5.844756474798326
Texas,Tom Green County,"Tom Green County, Texas",2010,110679.0,101648.0,9031.0,8.15963281200589
Texas,Travis County,"Travis County, Texas",2010,1030806.0,851520.0,179286.0,17.392797480806284
Texas,Victoria County,"Victoria County, Texas",2010,86878.0,82470.0,4408.0,5.073781624807201
Texas,Walker County,"Walker County, Texas",2010,68185.0,63936.0,4249.0,6.23157585979321
Texas,Webb County,"Webb County, Texas",2010,251632.0,171897.0,79735.0,31.68714630889553
Texas,Wichita County,"Wichita County, Texas",2010,131685.0,121022.0,10663.0,8.09735353305236
Texas,Williamson County,"Williamson County, Texas",2010,426645.0,380211.0,46434.0,10.883521428822556
Utah,Cache County,"Cache County, Utah",2010,113417.0,106016.0,7401.0,6.525476780376839
Utah,Davis County,"Davis County, Utah",2010,307856.0,293351.0,14505.0,4.711618419001091
Utah,Salt Lake County,"Salt Lake County, Utah",2010,1033910.0,911313.0,122597.0,11.857608495903898
Utah,Utah County,"Utah County, Utah",2010,520049.0,483087.0,36962.0,7.107407186630491
Utah,Washington County,"Washington County, Utah",2010,138451.0,130044.0,8407.0,6.072184382922478
Utah,Weber County,"Weber County, Utah",2010,232228.0,217749.0,14479.0,6.234820951823209
Vermont,Chittenden County,"Chittenden County, Vermont",2010,156705.0,144597.0,12108.0,7.7266200823202835
Virginia,Albemarle County,"Albemarle County, Virginia",2010,99150.0,88024.0,11126.0,11.221381744831065
Virginia,Alexandria city,"Alexandria city, Virginia",2010,140912.0,103617.0,37295.0,26.46687294197797
Virginia,Arlington County,"Arlington County, Virginia",2010,209457.0,160788.0,48669.0,23.23579541385583
Virginia,Augusta County,"Augusta County, Virginia",2010,74192.0,72477.0,1715.0,2.311569980590899
Virginia,Bedford County,"Bedford County, Virginia",2010,68735.0,67400.0,1335.0,1.9422419436968066
Virginia,Chesapeake city,"Chesapeake city, Virginia",2010,222986.0,212832.0,10154.0,4.553649108015749
Virginia,Chesterfield County,"Chesterfield County, Virginia",2010,317102.0,291761.0,25341.0,7.991434932608435
Virginia,Fairfax County,"Fairfax County, Virginia",2010,1086743.0,757901.0,328842.0,30.259408158138584
Virginia,Fauquier County,"Fauquier County, Virginia",2010,62971.0,59314.0,3657.0,5.8074351685696595
Virginia,Frederick County,"Frederick County, Virginia",2010,78511.0,74439.0,4072.0,5.186534370979863
Virginia,Hampton city,"Hampton city, Virginia",2010,137381.0,129089.0,8292.0,6.035769138381581
Virginia,Hanover County,"Hanover County, Virginia",2010,99948.0,96208.0,3740.0,3.7419458118221476
Virginia,Henrico County,"Henrico County, Virginia",2010,307435.0,273220.0,34215.0,11.129181778262073
Virginia,James City County,"James City County, Virginia",2010,67237.0,61829.0,5408.0,8.043190505227777
Virginia,Loudoun County,"Loudoun County, Virginia",2010,315134.0,245436.0,69698.0,22.116940729975184
Virginia,Lynchburg city,"Lynchburg city, Virginia",2010,75686.0,73216.0,2470.0,3.2634833390587428
Virginia,Montgomery County,"Montgomery County, Virginia",2010,94531.0,84612.0,9919.0,10.492854195978039
Virginia,Newport News city,"Newport News city, Virginia",2010,180712.0,168131.0,12581.0,6.9619062375492495
Virginia,Norfolk city,"Norfolk city, Virginia",2010,243135.0,228653.0,14482.0,5.95636169206408
Virginia,Portsmouth city,"Portsmouth city, Virginia",2010,95696.0,92668.0,3028.0,3.1641865908710916
Virginia,Prince William County,"Prince William County, Virginia",2010,406110.0,320198.0,85912.0,21.154859520819482
Virginia,Richmond city,"Richmond city, Virginia",2010,204389.0,186866.0,17523.0,8.57335766601921
Virginia,Roanoke County,"Roanoke County, Virginia",2010,92389.0,87451.0,4938.0,5.344792128933098
Virginia,Roanoke city,"Roanoke city, Virginia",2010,96967.0,89478.0,7489.0,7.723246052780842
Virginia,Rockingham County,"Rockingham County, Virginia",2010,76413.0,73263.0,3150.0,4.122335204742648
Virginia,Spotsylvania County,"Spotsylvania County, Virginia",2010,122853.0,113655.0,9198.0,7.486996654538351
Virginia,Stafford County,"Stafford County, Virginia",2010,129745.0,119543.0,10202.0,7.863116112374273
Virginia,Suffolk city,"Suffolk city, Virginia",2010,84906.0,83607.0,1299.0,1.5299272136244788
Virginia,Virginia Beach city,"Virginia Beach city, Virginia",2010,439172.0,398416.0,40756.0,9.280190904702486
Virginia,York County,"York County, Virginia",2010,65467.0,60769.0,4698.0,7.1761345410664905
Washington,Benton County,"Benton County, Washington",2010,176455.0,157346.0,19109.0,10.829389929443769
Washington,Chelan County,"Chelan County, Washington",2010,72735.0,65418.0,7317.0,10.059806145597031
