State,County,Name,Year,Total,Native,Foreign-born,Percent Foreign-born
Alabama,Baldwin County,"Baldwin County, Alabama",2005,160354.0,155982.0,4372.0,2.7264676902353546
Alabama,Calhoun County,"Calhoun County, Alabama",2005,109762.0,107543.0,2219.0,2.0216468358812705
Alabama,Cullman County,"Cullman County, Alabama",2005,78888.0,77073.0,1815.0,2.3007301490721024
Alabama,DeKalb County,"DeKalb County, Alabama",2005,66407.0,63325.0,3082.0,4.6410769948951165
Alabama,Elmore County,"Elmore County, Alabama",2005,68057.0,67262.0,795.0,1.1681384721630397
Alabama,Etowah County,"Etowah County, Alabama",2005,101151.0,98720.0,2431.0,2.403337584403516
Alabama,Houston County,"Houston County, Alabama",2005,93101.0,91793.0,1308.0,1.404925833234874
Alabama,Jefferson County,"Jefferson County, Alabama",2005,641690.0,619787.0,21903.0,3.4133304243482057
Alabama,Lauderdale County,"Lauderdale County, Alabama",2005,85898.0,85374.0,524.0,0.6100258446063936
Alabama,Lee County,"Lee County, Alabama",2005,118664.0,114370.0,4294.0,3.6186206431605203
Alabama,Limestone County,"Limestone County, Alabama",2005,67771.0,65520.0,2251.0,3.3214796889525022
Alabama,Madison County,"Madison County, Alabama",2005,290875.0,276593.0,14282.0,4.910012892135797
Alabama,Marshall County,"Marshall County, Alabama",2005,84662.0,80555.0,4107.0,4.851054782547069
Alabama,Mobile County,"Mobile County, Alabama",2005,393585.0,380810.0,12775.0,3.2458045911302515
Alabama,Montgomery County,"Montgomery County, Alabama",2005,209374.0,203156.0,6218.0,2.9698052289204964
Alabama,Morgan County,"Morgan County, Alabama",2005,112005.0,107609.0,4396.0,3.92482478460783
Alabama,Shelby County,"Shelby County, Alabama",2005,169822.0,163341.0,6481.0,3.8163488829480277
Alabama,St. Clair County,"St. Clair County, Alabama",2005,72100.0,72019.0,81.0,0.11234396671289874
Alabama,Talladega County,"Talladega County, Alabama",2005,76962.0,76111.0,851.0,1.1057404953093735
Alabama,Tuscaloosa County,"Tuscaloosa County, Alabama",2005,160947.0,154070.0,6877.0,4.27283515691501
Alabama,Walker County,"Walker County, Alabama",2005,69096.0,68677.0,419.0,0.6064026861178651
Alaska,Anchorage Municipality,"Anchorage Municipality, Alaska",2005,266281.0,247166.0,19115.0,7.178506915626725
Alaska,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",2005,83656.0,79436.0,4220.0,5.044467820598642
Alaska,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",2005,75001.0,73111.0,1890.0,2.519966400447994
Arizona,Apache County,"Apache County, Arizona",2005,68070.0,67881.0,189.0,0.2776553547818422
Arizona,Cochise County,"Cochise County, Arizona",2005,120439.0,106133.0,14306.0,11.878212207009357
Arizona,Coconino County,"Coconino County, Arizona",2005,120776.0,114807.0,5969.0,4.942207061005497
Arizona,Maricopa County,"Maricopa County, Arizona",2005,3590804.0,2998989.0,591815.0,16.48140639255164
Arizona,Mohave County,"Mohave County, Arizona",2005,185969.0,174048.0,11921.0,6.410208152971732
Arizona,Navajo County,"Navajo County, Arizona",2005,106192.0,102966.0,3226.0,3.0378936266385415
Arizona,Pima County,"Pima County, Arizona",2005,902720.0,782121.0,120599.0,13.359513470400566
Arizona,Pinal County,"Pinal County, Arizona",2005,214319.0,193284.0,21035.0,9.814808766371623
Arizona,Yavapai County,"Yavapai County, Arizona",2005,194928.0,181567.0,13361.0,6.854325699745548
Arizona,Yuma County,"Yuma County, Arizona",2005,175793.0,133200.0,42593.0,24.229064866064064
Arkansas,Benton County,"Benton County, Arkansas",2005,184692.0,164396.0,20296.0,10.989106187598813
Arkansas,Craighead County,"Craighead County, Arkansas",2005,84288.0,82136.0,2152.0,2.553151100987092
Arkansas,Faulkner County,"Faulkner County, Arkansas",2005,91784.0,90225.0,1559.0,1.6985531247276215
Arkansas,Garland County,"Garland County, Arkansas",2005,91690.0,88813.0,2877.0,3.13774675537136
Arkansas,Jefferson County,"Jefferson County, Arkansas",2005,76258.0,75336.0,922.0,1.209053476356579
Arkansas,Pulaski County,"Pulaski County, Arkansas",2005,358234.0,343599.0,14635.0,4.0853185348124414
Arkansas,Saline County,"Saline County, Arkansas",2005,89380.0,87661.0,1719.0,1.9232490490042515
Arkansas,Sebastian County,"Sebastian County, Arkansas",2005,116426.0,106203.0,10223.0,8.780684726779242
Arkansas,Washington County,"Washington County, Arkansas",2005,173713.0,155299.0,18414.0,10.600242929429577
Arkansas,White County,"White County, Arkansas",2005,67705.0,66847.0,858.0,1.2672623883021932
California,Alameda County,"Alameda County, California",2005,1421308.0,990551.0,430757.0,30.307083334505965
California,Butte County,"Butte County, California",2005,207937.0,193324.0,14613.0,7.027609323977936
California,Contra Costa County,"Contra Costa County, California",2005,1006486.0,773608.0,232878.0,23.137728691705597
California,El Dorado County,"El Dorado County, California",2005,175790.0,162719.0,13071.0,7.435576540189999
California,Fresno County,"Fresno County, California",2005,858948.0,664454.0,194494.0,22.64327991915692
California,Humboldt County,"Humboldt County, California",2005,124031.0,118588.0,5443.0,4.388419024276189
California,Imperial County,"Imperial County, California",2005,144523.0,94431.0,50092.0,34.660227091881566
California,Kern County,"Kern County, California",2005,724206.0,577442.0,146764.0,20.265504566380287
California,Kings County,"Kings County, California",2005,121418.0,96288.0,25130.0,20.69709598247377
California,Lake County,"Lake County, California",2005,63962.0,59186.0,4776.0,7.466933491760733
California,Los Angeles County,"Los Angeles County, California",2005,9758886.0,6248059.0,3510827.0,35.97569435691737
California,Madera County,"Madera County, California",2005,134159.0,107416.0,26743.0,19.933809882303834
California,Marin County,"Marin County, California",2005,235609.0,194366.0,41243.0,17.504849135644225
California,Mendocino County,"Mendocino County, California",2005,86011.0,76153.0,9858.0,11.461324714280732
California,Merced County,"Merced County, California",2005,237278.0,175649.0,61629.0,25.973330860846772
California,Monterey County,"Monterey County, California",2005,389004.0,270732.0,118272.0,30.403800475059384
California,Napa County,"Napa County, California",2005,127445.0,102588.0,24857.0,19.504099807760213
California,Nevada County,"Nevada County, California",2005,97572.0,92729.0,4843.0,4.963514122904112
California,Orange County,"Orange County, California",2005,2944537.0,2048011.0,896526.0,30.44709575732959
California,Placer County,"Placer County, California",2005,314135.0,280332.0,33803.0,10.760660225699143
California,Riverside County,"Riverside County, California",2005,1911281.0,1493675.0,417606.0,21.849534422201657
California,Sacramento County,"Sacramento County, California",2005,1337942.0,1070228.0,267714.0,20.009387551926768
California,San Bernardino County,"San Bernardino County, California",2005,1916665.0,1506687.0,409978.0,21.39017512189141
California,San Diego County,"San Diego County, California",2005,2824259.0,2164528.0,659731.0,23.359436935493523
California,San Francisco County,"San Francisco County, California",2005,719077.0,461508.0,257569.0,35.819390691122095
California,San Joaquin County,"San Joaquin County, California",2005,646259.0,494191.0,152068.0,23.530504023928486
California,San Luis Obispo County,"San Luis Obispo County, California",2005,239638.0,218473.0,21165.0,8.832071708159809
California,San Mateo County,"San Mateo County, California",2005,689271.0,450509.0,238762.0,34.63978609284302
California,Santa Barbara County,"Santa Barbara County, California",2005,383393.0,299804.0,83589.0,21.802432490942714
California,Santa Clara County,"Santa Clara County, California",2005,1669890.0,1063590.0,606300.0,36.30778075202558
California,Santa Cruz County,"Santa Cruz County, California",2005,240367.0,204697.0,35670.0,14.839807461090748
California,Shasta County,"Shasta County, California",2005,176570.0,167437.0,9133.0,5.172452851560288
California,Solano County,"Solano County, California",2005,395426.0,318662.0,76764.0,19.41298751220203
California,Sonoma County,"Sonoma County, California",2005,453850.0,379241.0,74609.0,16.4391318717638
California,Stanislaus County,"Stanislaus County, California",2005,497804.0,396691.0,101113.0,20.311809467179852
California,Sutter County,"Sutter County, California",2005,87444.0,69602.0,17842.0,20.40391564887242
California,Tulare County,"Tulare County, California",2005,404909.0,314782.0,90127.0,22.258581557831512
California,Ventura County,"Ventura County, California",2005,782759.0,620656.0,162103.0,20.709183797311816
California,Yolo County,"Yolo County, California",2005,176609.0,137605.0,39004.0,22.084944708367072
California,Yuba County,"Yuba County, California",2005,65818.0,59830.0,5988.0,9.097815187334772
Colorado,Adams County,"Adams County, Colorado",2005,396032.0,333320.0,62712.0,15.835084033613445
Colorado,Arapahoe County,"Arapahoe County, Colorado",2005,524207.0,448640.0,75567.0,14.415488537924903
Colorado,Boulder County,"Boulder County, Colorado",2005,271934.0,242319.0,29615.0,10.890510197327293
Colorado,Denver County,"Denver County, Colorado",2005,545198.0,441967.0,103231.0,18.93458890164674
Colorado,Douglas County,"Douglas County, Colorado",2005,248950.0,234305.0,14645.0,5.882707370958023
Colorado,El Paso County,"El Paso County, Colorado",2005,550130.0,503725.0,46405.0,8.435278934070128
Colorado,Jefferson County,"Jefferson County, Colorado",2005,519071.0,487990.0,31081.0,5.98781284255911
Colorado,Larimer County,"Larimer County, Colorado",2005,264807.0,250539.0,14268.0,5.38807508864947
Colorado,Mesa County,"Mesa County, Colorado",2005,126588.0,122463.0,4125.0,3.258602711157456
Colorado,Pueblo County,"Pueblo County, Colorado",2005,147187.0,141677.0,5510.0,3.7435371330348466
Colorado,Weld County,"Weld County, Colorado",2005,223966.0,203174.0,20792.0,9.283551967709384
Connecticut,Fairfield County,"Fairfield County, Connecticut",2005,884050.0,718574.0,165476.0,18.71794581754426
Connecticut,Hartford County,"Hartford County, Connecticut",2005,850068.0,741215.0,108853.0,12.805210877247466
Connecticut,Litchfield County,"Litchfield County, Connecticut",2005,187426.0,173617.0,13809.0,7.36770778867393
Connecticut,Middlesex County,"Middlesex County, Connecticut",2005,156694.0,147230.0,9464.0,6.039797311958339
Connecticut,New Haven County,"New Haven County, Connecticut",2005,817828.0,725678.0,92150.0,11.267650410599783
Connecticut,New London County,"New London County, Connecticut",2005,253468.0,234116.0,19352.0,7.634888822257642
Connecticut,Tolland County,"Tolland County, Connecticut",2005,133557.0,124662.0,8895.0,6.660077719625329
Connecticut,Windham County,"Windham County, Connecticut",2005,111660.0,106405.0,5255.0,4.706251119469819
Delaware,Kent County,"Kent County, Delaware",2005,140205.0,134290.0,5915.0,4.218822438572091
Delaware,New Castle County,"New Castle County, Delaware",2005,505271.0,458635.0,46636.0,9.229898410951746
Delaware,Sussex County,"Sussex County, Delaware",2005,173111.0,162795.0,10316.0,5.959182258781938
District of Columbia,District of Columbia,"District of Columbia, District of Columbia",2005,515118.0,447401.0,67717.0,13.14591996396942
Florida,Alachua County,"Alachua County, Florida",2005,210323.0,189362.0,20961.0,9.966099760844035
Florida,Bay County,"Bay County, Florida",2005,158141.0,150280.0,7861.0,4.9708804168431975
Florida,Brevard County,"Brevard County, Florida",2005,521226.0,479080.0,42146.0,8.08593585124303
Florida,Broward County,"Broward County, Florida",2005,1757590.0,1233644.0,523946.0,29.810479121979526
Florida,Charlotte County,"Charlotte County, Florida",2005,154716.0,140774.0,13942.0,9.011349828072081
Florida,Citrus County,"Citrus County, Florida",2005,132209.0,124020.0,8189.0,6.1939807426120765
Florida,Clay County,"Clay County, Florida",2005,169528.0,160815.0,8713.0,5.139563965834553
Florida,Collier County,"Collier County, Florida",2005,302514.0,236516.0,65998.0,21.81651097139306
Florida,Duval County,"Duval County, Florida",2005,810698.0,749098.0,61600.0,7.5983905227347295
Florida,Escambia County,"Escambia County, Florida",2005,274663.0,264688.0,9975.0,3.631723239023822
Florida,Flagler County,"Flagler County, Florida",2005,75757.0,66366.0,9391.0,12.396214211228006
Florida,Hernando County,"Hernando County, Florida",2005,156325.0,146441.0,9884.0,6.322725091955861
Florida,Highlands County,"Highlands County, Florida",2005,94177.0,83933.0,10244.0,10.877390445650212
Florida,Hillsborough County,"Hillsborough County, Florida",2005,1111717.0,957162.0,154555.0,13.90236903816349
Florida,Indian River County,"Indian River County, Florida",2005,126258.0,113714.0,12544.0,9.935212026168639
Florida,Lake County,"Lake County, Florida",2005,273277.0,251808.0,21469.0,7.856131324626661
Florida,Lee County,"Lee County, Florida",2005,539097.0,467416.0,71681.0,13.296493951923308
Florida,Leon County,"Leon County, Florida",2005,233649.0,220909.0,12740.0,5.452623379513715
Florida,Manatee County,"Manatee County, Florida",2005,300828.0,268622.0,32206.0,10.705785365723935
Florida,Marion County,"Marion County, Florida",2005,295555.0,280413.0,15142.0,5.123242712862242
Florida,Martin County,"Martin County, Florida",2005,136138.0,123935.0,12203.0,8.963698599950051
Florida,Miami-Dade County,"Miami-Dade County, Florida",2005,2329187.0,1158590.0,1170597.0,50.25775088045743
Florida,Monroe County,"Monroe County, Florida",2005,75074.0,61746.0,13328.0,17.753150225111224
Florida,Okaloosa County,"Okaloosa County, Florida",2005,177284.0,165395.0,11889.0,6.70618893978024
Florida,Orange County,"Orange County, Florida",2005,1002849.0,818823.0,184026.0,18.350319938495225
Florida,Osceola County,"Osceola County, Florida",2005,229134.0,180252.0,48882.0,21.333368247401083
Florida,Palm Beach County,"Palm Beach County, Florida",2005,1247908.0,992822.0,255086.0,20.44109020857307
Florida,Pasco County,"Pasco County, Florida",2005,423356.0,390506.0,32850.0,7.759427054299454
Florida,Pinellas County,"Pinellas County, Florida",2005,905158.0,807599.0,97559.0,10.778118295369426
Florida,Polk County,"Polk County, Florida",2005,530126.0,480472.0,49654.0,9.366452503744394
Florida,Putnam County,"Putnam County, Florida",2005,72148.0,68551.0,3597.0,4.985585186006542
Florida,Santa Rosa County,"Santa Rosa County, Florida",2005,140650.0,135174.0,5476.0,3.8933522929257025
Florida,Sarasota County,"Sarasota County, Florida",2005,359783.0,314912.0,44871.0,12.47168432082672
Florida,Seminole County,"Seminole County, Florida",2005,398013.0,350067.0,47946.0,12.046340194918256
Florida,St. Johns County,"St. Johns County, Florida",2005,159235.0,149570.0,9665.0,6.069645492511069
Florida,St. Lucie County,"St. Lucie County, Florida",2005,238575.0,204288.0,34287.0,14.371581263753535
Florida,Volusia County,"Volusia County, Florida",2005,475189.0,442709.0,32480.0,6.835175056661664
Georgia,Bartow County,"Bartow County, Georgia",2005,88189.0,84009.0,4180.0,4.739820158976743
Georgia,Bibb County,"Bibb County, Georgia",2005,149248.0,146452.0,2796.0,1.8733919382504287
Georgia,Carroll County,"Carroll County, Georgia",2005,101762.0,97321.0,4441.0,4.364104479078634
Georgia,Chatham County,"Chatham County, Georgia",2005,227915.0,217306.0,10609.0,4.654805519601606
Georgia,Cherokee County,"Cherokee County, Georgia",2005,182816.0,165101.0,17715.0,9.690070890950464
Georgia,Clarke County,"Clarke County, Georgia",2005,95217.0,86272.0,8945.0,9.39433084428201
Georgia,Clayton County,"Clayton County, Georgia",2005,264231.0,227460.0,36771.0,13.916232387569968
Georgia,Cobb County,"Cobb County, Georgia",2005,653715.0,551678.0,102037.0,15.608789763123074
Georgia,Columbia County,"Columbia County, Georgia",2005,103069.0,98578.0,4491.0,4.357275223394037
Georgia,Coweta County,"Coweta County, Georgia",2005,109108.0,103768.0,5340.0,4.8942332367929025
Georgia,DeKalb County,"DeKalb County, Georgia",2005,662973.0,557776.0,105197.0,15.867463682533076
Georgia,Dougherty County,"Dougherty County, Georgia",2005,90508.0,88617.0,1891.0,2.089318071330711
Georgia,Douglas County,"Douglas County, Georgia",2005,111765.0,106675.0,5090.0,4.554198541582785
Georgia,Fayette County,"Fayette County, Georgia",2005,103643.0,96398.0,7245.0,6.99034184653088
Georgia,Floyd County,"Floyd County, Georgia",2005,90124.0,84439.0,5685.0,6.3079756779548175
Georgia,Forsyth County,"Forsyth County, Georgia",2005,139501.0,125627.0,13874.0,9.94544841972459
Georgia,Fulton County,"Fulton County, Georgia",2005,884079.0,780719.0,103360.0,11.691262884877936
Georgia,Glynn County,"Glynn County, Georgia",2005,70373.0,67593.0,2780.0,3.9503786963750303
Georgia,Gwinnett County,"Gwinnett County, Georgia",2005,719398.0,547921.0,171477.0,23.83617969468917
Georgia,Hall County,"Hall County, Georgia",2005,163204.0,130407.0,32797.0,20.095708438518663
Georgia,Henry County,"Henry County, Georgia",2005,166871.0,158133.0,8738.0,5.236380197877402
Georgia,Houston County,"Houston County, Georgia",2005,123176.0,118203.0,4973.0,4.037312463466909
Georgia,Lowndes County,"Lowndes County, Georgia",2005,89724.0,86677.0,3047.0,3.3959698631358384
Georgia,Muscogee County,"Muscogee County, Georgia",2005,175930.0,168142.0,7788.0,4.4267606434377305
Georgia,Newton County,"Newton County, Georgia",2005,85474.0,78442.0,7032.0,8.227063200505416
Georgia,Paulding County,"Paulding County, Georgia",2005,111654.0,107786.0,3868.0,3.464273559388826
Georgia,Richmond County,"Richmond County, Georgia",2005,185150.0,179049.0,6101.0,3.2951660815554957
