Name,Year,Total,Native,Foreign-born,Percent Foreign-born
Utah,2010,2776469.0,2553831.0,222638.0,8.018746112418327
Vermont,2010,625960.0,598400.0,27560.0,4.402837241996293
Virginia,2010,8024617.0,7113498.0,911119.0,11.35404966990948
Washington,2010,6744496.0,5858234.0,886262.0,13.140522286617118
West Virginia,2010,1853973.0,1831462.0,22511.0,1.2142032273393408
Wisconsin,2010,5691047.0,5436127.0,254920.0,4.479316371838082
Wyoming,2010,564460.0,548617.0,15843.0,2.8067533571909435
Alabama,2011,4802740.0,4640067.0,162673.0,3.387087370959078
Alaska,2011,722718.0,671115.0,51603.0,7.140129345055748
Arizona,2011,6482505.0,5610838.0,871667.0,13.446453184378571
Arkansas,2011,2937979.0,2809170.0,128809.0,4.384272317807581
California,2011,37691912.0,27496855.0,10195057.0,27.048394361103252
Colorado,2011,5116796.0,4622036.0,494760.0,9.669332136751201
Connecticut,2011,3580709.0,3102386.0,478323.0,13.358332106853698
Delaware,2011,907135.0,830773.0,76362.0,8.417931178931472
District of Columbia,2011,617996.0,534397.0,83599.0,13.527433834523201
Florida,2011,19057542.0,15354915.0,3702627.0,19.4286702870706
Georgia,2011,9815210.0,8872289.0,942921.0,9.606732815701346
Hawaii,2011,1374810.0,1128719.0,246091.0,17.900000727373236
Idaho,2011,1584985.0,1489599.0,95386.0,6.018101117676192
Illinois,2011,12869259.0,11070444.0,1798815.0,13.97761129836613
Indiana,2011,6516922.0,6209728.0,307194.0,4.7137897307962255
Iowa,2011,3062309.0,2928762.0,133547.0,4.360990350745141
Kansas,2011,2871238.0,2672471.0,198767.0,6.922693277255316
Kentucky,2011,4369356.0,4228923.0,140433.0,3.214043442557667
Louisiana,2011,4574836.0,4401058.0,173778.0,3.798562396553669
Maine,2011,1328188.0,1285441.0,42747.0,3.2184449791746346
Maryland,2011,5828289.0,5016588.0,811701.0,13.926917488134169
Massachusetts,2011,6587536.0,5604147.0,983389.0,14.92802468176265
Michigan,2011,9876187.0,9272173.0,604014.0,6.115862326219624
Minnesota,2011,5344861.0,4956022.0,388839.0,7.275006777538275
Mississippi,2011,2978512.0,2913456.0,65056.0,2.184177871366642
Missouri,2011,6010688.0,5767425.0,243263.0,4.047173967439335
Montana,2011,998199.0,978139.0,20060.0,2.00961932440325
Nebraska,2011,1842641.0,1726517.0,116124.0,6.302041471995902
Nevada,2011,2723322.0,2200859.0,522463.0,19.18476772118758
New Hampshire,2011,1318194.0,1244351.0,73843.0,5.601830989975679
New Jersey,2011,8821155.0,6927969.0,1893186.0,21.461883392821008
New Mexico,2011,2082224.0,1871117.0,211107.0,10.138534566886175
New York,2011,19465197.0,15147482.0,4317715.0,22.18171745192201
North Carolina,2011,9656401.0,8948051.0,708350.0,7.33554872048085
North Dakota,2011,683932.0,667306.0,16626.0,2.430943427124334
Ohio,2011,11544951.0,11088529.0,456422.0,3.9534338430713136
Oklahoma,2011,3791508.0,3582651.0,208857.0,5.508546995021506
Oregon,2011,3871859.0,3494246.0,377613.0,9.75275700897166
Pennsylvania,2011,12742886.0,11986476.0,756410.0,5.935939472424065
Rhode Island,2011,1051302.0,909732.0,141570.0,13.466159105566241
South Carolina,2011,4679230.0,4457297.0,221933.0,4.7429384749200185
South Dakota,2011,824082.0,802067.0,22015.0,2.6714574520496748
Tennessee,2011,6403353.0,6096677.0,306676.0,4.7893033540396726
Texas,2011,25674681.0,21473006.0,4201675.0,16.36505240318273
Utah,2011,2817222.0,2579179.0,238043.0,8.44956485502385
Vermont,2011,626431.0,602188.0,24243.0,3.8700192040304517
Virginia,2011,8096604.0,7196361.0,900243.0,11.118772759542148
Washington,2011,6830038.0,5920726.0,909312.0,13.313425196170211
West Virginia,2011,1855364.0,1831535.0,23829.0,1.2843301907334626
Wisconsin,2011,5711767.0,5442033.0,269734.0,4.722426527552682
Wyoming,2011,568158.0,549768.0,18390.0,3.236775685636742
Alabama,2012,4822023.0,4658344.0,163679.0,3.3944052112567693
Alaska,2012,731449.0,679136.0,52313.0,7.151968216512702
Arizona,2012,6553255.0,5677328.0,875927.0,13.366288966322843
Arkansas,2012,2949131.0,2819966.0,129165.0,4.379764751040222
California,2012,38041430.0,27740598.0,10300832.0,27.077930561495716
Colorado,2012,5187582.0,4681224.0,506358.0,9.760963778500273
Delaware,2012,917092.0,839595.0,77497.0,8.450297243897014
District of Columbia,2012,632323.0,542000.0,90323.0,14.284313554939484
Connecticut,2012,3590347.0,3094926.0,495421.0,13.798694109510864
Florida,2012,19317568.0,15570432.0,3747136.0,19.397555634332438
Georgia,2012,9919945.0,8979807.0,940138.0,9.477250125882755
Idaho,2012,1595728.0,1499160.0,96568.0,6.051657926664193
Hawaii,2012,1392313.0,1140447.0,251866.0,18.0897542434783
Illinois,2012,12875255.0,11083925.0,1791330.0,13.91296716065041
Indiana,2012,6537334.0,6234189.0,303145.0,4.637134954401902
Iowa,2012,3074186.0,2936328.0,137858.0,4.484374074958379
Kansas,2012,2885905.0,2699089.0,186816.0,6.473393961339684
Kentucky,2012,4380415.0,4243004.0,137411.0,3.1369402214173774
Louisiana,2012,4601893.0,4433741.0,168152.0,3.6539745708994107
Maine,2012,1329192.0,1282097.0,47095.0,3.543129961660919
Maryland,2012,5884563.0,5045227.0,839336.0,14.263353115600937
Massachusetts,2012,6646144.0,5650452.0,995692.0,14.981499046665252
Michigan,2012,9883360.0,9276041.0,607319.0,6.144863690081106
Minnesota,2012,5379139.0,4989815.0,389324.0,7.237663871485752
Mississippi,2012,2984926.0,2925623.0,59303.0,1.9867494202536344
Missouri,2012,6021988.0,5793912.0,228076.0,3.787387155205225
Montana,2012,1005141.0,986797.0,18344.0,1.8250175845975838
Nebraska,2012,1855525.0,1737003.0,118522.0,6.3875183573382195
Nevada,2012,2758931.0,2228341.0,530590.0,19.231724171427267
New Hampshire,2012,1320718.0,1249349.0,71369.0,5.403803082868561
New Jersey,2012,8864590.0,6981291.0,1883299.0,21.24519013287699
New Mexico,2012,2085538.0,1893350.0,192188.0,9.215272030526416
New York,2012,19570261.0,15145891.0,4424370.0,22.607618774220743
North Carolina,2012,9752073.0,9004001.0,748072.0,7.670902381473149
North Dakota,2012,699628.0,680248.0,19380.0,2.7700435088361246
Ohio,2012,11544225.0,11092895.0,451330.0,3.909573834536316
Oklahoma,2012,3814820.0,3601536.0,213284.0,5.590932206499914
Oregon,2012,3899353.0,3526586.0,372767.0,9.559714137191477
Pennsylvania,2012,12763536.0,11994272.0,769264.0,6.027044543142276
Rhode Island,2012,1050292.0,910167.0,140125.0,13.341527879865788
South Carolina,2012,4723723.0,4501747.0,221976.0,4.6991747822639045
South Dakota,2012,833354.0,810497.0,22857.0,2.7427719792549143
Tennessee,2012,6456243.0,6164602.0,291641.0,4.517193668206107
Texas,2012,26059203.0,21789510.0,4269693.0,16.384587817209912
Vermont,2012,626011.0,600470.0,25541.0,4.079960256289426
Utah,2012,2855287.0,2614415.0,240872.0,8.43599960354248
Virginia,2012,8185867.0,7238547.0,947320.0,11.572628775913413
Washington,2012,6897012.0,5980613.0,916399.0,13.286898732378601
West Virginia,2012,1855413.0,1829567.0,25846.0,1.3930052230958823
Wisconsin,2012,5726398.0,5454389.0,272009.0,4.750088973906459
Wyoming,2012,576412.0,556892.0,19520.0,3.38646662456715
Mississippi,2013,2991207.0,2928308.0,62899.0,2.1027966302566155
Missouri,2013,6044171.0,5810910.0,233261.0,3.8592720159638105
Montana,2013,1015165.0,995700.0,19465.0,1.9174222909576277
Nebraska,2013,1868516.0,1745334.0,123182.0,6.592504425972269
Nevada,2013,2790136.0,2260972.0,529164.0,18.965527128426714
New Hampshire,2013,1323459.0,1248284.0,75175.0,5.680191075054082
New Jersey,2013,8899339.0,6973566.0,1925773.0,21.639506035223516
